age,class_hours,class_rating,class_device,study_hours,fitness_hours,sleep_hours,soc_media_hours,tv_hours,daily_meals,weight_change,health_probs,destress,gamer
16,8,4,Laptop/Desktop,7,0,6,1,0.5,3,Remain Constant,NO,Social Media,0
20,4,1,Smartphone,2,0,7,0.5,0.5,3,Increased,NO,Sleep,0
17,6,3,Tablet,2,1,7,1,1,4,Remain Constant,NO,Reading books,0
20,3,4,Laptop/Desktop,4,0,7,4,0,2,Remain Constant,YES,Social Media,0
17,6,3,Laptop/Desktop,5,0.5,7,1,1,2,Remain Constant,NO,Listening to music,0
17,6,1,Smartphone,1.5,2,7,2,0.5,4,Increased,NO,Workout,0
20,3,3,Laptop/Desktop,4,1,7,2,2,3,Remain Constant,NO,Talking to your relatives,0
16,6,1,Smartphone,5,0,7,2,0,3,Increased,NO,Online surfing,0
17,7,4,Smartphone,4,0,7,1,1,2,Increased,NO,Listening to music,0
59,3,3,Smartphone,6,1,9,0.5,1,2,Increased,NO,Sleep,0
17,6,3,Laptop/Desktop,1,0,7,2,0,2,Remain Constant,NO,Online gaming,1
16,7,3,Tablet,4,1,7,1,0,3,Remain Constant,NO,Reading books,0
20,5,4,Smartphone,2.5,1,9,3,0.5,2,Remain Constant,NO,Dancing,0
21,0,1,Laptop/Desktop,0,2,12,6,0,4,Increased,NO,Watching web series,0
24,7,1,Laptop/Desktop,7,2,7,2,0,3,Remain Constant,NO,Reading books,0
20,3,4,Laptop/Desktop,4,0,8,2,0,3,Remain Constant,NO,Cooking,0
26,5,3,Laptop/Desktop,10,1,8,1,0.5,2,Remain Constant,NO,Meditation,0
19,0.5,1,Smartphone,3,1,8,1,0,2,Remain Constant,NO,Sleep,0
25,2,1,Laptop/Desktop,3,1,8,4,1,2,Increased,NO,Watching web series,0
20,3,1,Laptop/Desktop,5,0,7.5,2,0.5,4,Increased,NO,Sleep,0
20,3,3,Laptop/Desktop,3,1,7,1,0,3,Remain Constant,NO,Listening to music,0
21,4,4,Laptop/Desktop,4,1,7,2,2,3,Remain Constant,NO,Talking,0
34,1.5,2,Laptop/Desktop,1,0,6,1,0,2,Remain Constant,YES,Online surfing,0
22,3,1,Laptop/Desktop,0,5,8,10,0,3,Remain Constant,NO,Talking to your relatives,0
34,3,3,Laptop/Desktop,3,1,8,1,1,3,Remain Constant,NO,Talking to your relatives,0
21,3,1,Smartphone,8,3,7,3,0,3,Decreased,YES,Talking to your relatives,0
21,3,4,Laptop/Desktop,3,0.5,8,4,0,3,Remain Constant,NO,Web Series,0
15,5,3,Smartphone,5,0,7,3,2,3,Remain Constant,NO,Watching web series,0
21,1,3,Smartphone,0,1,6,2,0,2,Decreased,NO,Online gaming,1
19,2,2,Smartphone,10,0.25,8,2,0,3,Increased,NO,Talking to your relatives,0
22,2,3,Laptop/Desktop,5,0,8,3,1,3,Increased,NO,Listening to music,0
22,1,3,Smartphone,4,0.5,11,1,0,3,Remain Constant,YES,Listening to music,0
14,4,1,Smartphone,1,0,9,1.5,5,3,Remain Constant,NO,Reading books,0
20,3,1,Laptop/Desktop,1.5,1,6,2,1.5,2,Decreased,YES,Watching web series,0
22,1,1,Smartphone,7,0,7,1,0,3,Remain Constant,NO,Talking to your relatives,0
19,2,1,Smartphone,2,1,8,2,2,3,Increased,YES,Listening to music,0
21,3,3,Smartphone,0.5,3,6,2,0,3,Remain Constant,NO,Online gaming,1
20,1,1,Smartphone,2,1,8,3,0,3,Remain Constant,NO,Watching web series,0
21,1,3,Laptop/Desktop,1,2,7,2,1,4,Increased,NO,Listening to music,0
22,6,4,Laptop/Desktop,2,1,8,4,0,4,Remain Constant,NO,Online gaming,1
22,0,3,Laptop/Desktop,3,1,9,0,2,5,Decreased,NO,Watching web series,0
34,3,4,Laptop/Desktop,3,1,7,1,2,3,Remain Constant,NO,Sleeping,0
21,0,4,Smartphone,4,1,8,2,0,2,Decreased,YES,Online gaming,1
20,5,3,Laptop/Desktop,4,0,10,2,4,3,Decreased,NO,Sleep,0
22,1,3,Smartphone,3,1,7,1,0,3,Remain Constant,NO,Sleep,0
16,4,5,Laptop/Desktop,3,2,10,1,1,3,Increased,NO,Online gaming,1
20,0,1,Smartphone,1,0,8,0.5,1,3,Decreased,YES,Reading books,0
20,0,1,Smartphone,3,2,8,2,1,3,Remain Constant,YES,Listening to music,0
15,4,3,Smartphone,2,3,7,1,2,4,Increased,NO,Online gaming,1
20,0,1,Smartphone,3,2,12,1,0,3,Increased,NO,Scrolling through social media,0
21,0,1,Smartphone,1,0,7,10,0,7,Increased,NO,Listening to music,0
22,4,4,Smartphone,4,0.5,8,2,0,3,Increased,NO,Sleeping,0
23,3,4,Tablet,0,0,12,4,0,2,Increased,NO,Cooking,0
22,1,1,Smartphone,4,1,7,2,0,2,Increased,YES,Watching web series,0
21,4,1,Smartphone,3,1,8,1,1,3,Remain Constant,YES,Online surfing,0
23,0,1,Laptop/Desktop,1,0,10,4,0,4,Increased,NO,Online gaming,1
20,6,1,Smartphone,3,0,8,4,2,3,Increased,YES,Sleep,0
20,4,3,Laptop/Desktop,2,0,7,2,4,3,Increased,NO,Online gaming,1
21,3,1,Smartphone,2,0,7,2,0,3,Increased,YES,Reading books,0
21,4,5,Laptop/Desktop,6,2,6,1,1,3,Remain Constant,NO,Cooking,0
21,5,3,Smartphone,1,0,5,1,0,2,Decreased,NO,Online gaming,1
20,3,1,Laptop/Desktop,1,0,6,2,0,2,Increased,NO,pubg,0
19,0.5,1,Smartphone,7,2,7,0.1,0,4,Remain Constant,YES,Listening to music,0
21,1,1,Smartphone,3,0,6,1,1,1,Decreased,YES,Reading books,0
20,5,1,Tablet,3,1,8,2,3,4,Increased,NO,Listening to music,0
15,4,3,Smartphone,7,2,6,1,1,4,Remain Constant,NO,Listening to music,0
21,4,1,Smartphone,4,1,8,2,0,3,Increased,NO,Sleep,0
18,2,1,Smartphone,2,1,10,2,0,3,Remain Constant,NO,Listening to music,0
19,1,3,Laptop/Desktop,1,1,10,1,0,3,Remain Constant,NO,Listening to music,0
19,6,1,Smartphone,3,0,7,2,0.5,2,Increased,YES,Online gaming,1
20,3,3,Laptop/Desktop,2,1,8,2,2,3,Remain Constant,NO,Listening to music,0
20,6,3,Laptop/Desktop,1,1,6,1,0,3,Increased,YES,Talking to your relatives,0
14,4,3,Smartphone,2,1,8,2,1,3,Remain Constant,NO,Listening to music,0
19,2,1,Smartphone,2,2,8,2,3,2,Increased,NO,Watching web series,0
18,2,2,Smartphone,6,1,7,1,1,2,Increased,NO,Listening to music,0
20,1,1,Smartphone,1,0,6,0,0,2,Increased,NO,Sleep,0
20,3,1,Smartphone,3,0,9,2,2,2,Decreased,NO,Meditation,0
20,3,1,Smartphone,5,0,7,2,1,2,Remain Constant,YES,Watching web series,0
19,3,1,Laptop/Desktop,2,1,9,1,0,3,Decreased,NO,Online gaming,1
22,1,1,Laptop/Desktop,10,1,7,1,0,3,Remain Constant,NO,Writing,0
15,4,3,Smartphone,2,0.5,6,1,1,3,Remain Constant,NO,Dancing,0
18,3,1,Smartphone,5,1,7,2,0,3,Remain Constant,NO,Online gaming,1
22,0.1,2,Smartphone,2.5,1,12,0.3,0,5,Increased,NO,Online gaming,1
18,5,3,Smartphone,1,1,8,1,0,4,Increased,NO,Sleep,0
20,2,1,Smartphone,4,0,10,4,2,3,Decreased,NO,Cooking,0
18,2,1,Smartphone,2,1,9,2,2,2,Increased,NO,Watching web series,0
17,6,3,Laptop/Desktop,4,1,8,1,1,2,Remain Constant,NO,Listening to music,0
20,3,1,Smartphone,3,0,9,2,2,2,Decreased,NO,Meditation,0
19,0,NA,NA,1,3,8,5,1,1,Decreased,NO,Listening to music,0
15,1,4,Smartphone,3,1,6,4,1.5,4,Increased,NO,Listening to music,0
19,2,1,Smartphone,4,1,8,2,0,4,Decreased,NO,Sketching and writing,0
20,2,3,Smartphone,3,0.5,6.5,1,0.5,3,Remain Constant,NO,Listening to music,0
20,5,3,Smartphone,4,1,7,2,1,3,Increased,NO,Meditation,0
19,1,1,Smartphone,2,0,7,1,0,2,Increased,YES,Sleep,0
18,5,1,Smartphone,3,0,9,7,0,3,Increased,NO,Watching web series,0
21,4,3,Smartphone,4,1,8,1,0,3,Remain Constant,NO,Meditation,0
23,6,3,Laptop/Desktop,5,1,6,1,0,3,Remain Constant,NO,Meditation,0
18,2.5,3,Smartphone,2,1,8,1,0,4,Remain Constant,NO,Listening to music,0
19,2,3,Smartphone,6,1,6,1,0,3,Increased,NO,Watching web series,0
21,4,4,Laptop/Desktop,2,2,7,2,1,3,Increased,NO,Dancing,0
14,3,4,Smartphone,5,1,12,0.3,1,3,Remain Constant,NO,Sleeping,0
24,4,5,Laptop/Desktop,8,1,8,2,2,3,Increased,NO,Online surfing,0
18,3,1,Smartphone,6,0,7,3,1,3,Remain Constant,NO,Reading books,0
18,2,1,Smartphone,3,1,10,2,0,3,Remain Constant,NO,Online gaming,1
14,5,3,Laptop/Desktop,4,1,7,4,1,5,Increased,NO,Scrolling through social media,0
19,1,1,Smartphone,4,1,8,1,0,4,Remain Constant,NO,Sleep,0
21,3,3,Smartphone,3,0,11,2,NA,2,Increased,YES,Sleep,0
20,0,1,Smartphone,2,2,8,0.15,0.3,2,Decreased,NO,Talking to your relatives,0
10,3,4,Tablet,3,0,10,1,4,3,Remain Constant,NO,Online gaming,1
18,2,1,Smartphone,3,1,8,1,1,3,Decreased,NO,Listening to music,0
20,1,1,Smartphone,2,1,8,1,0,3,Increased,NO,Listening to music,0
19,2,1,Smartphone,1.5,1,7,2,NA,2,Remain Constant,NO,Listening to music,0
23,4,5,Laptop/Desktop,6,1,8,0.3,0,3,Increased,NO,Talking to your relatives,0
21,2,1,Smartphone,7,2,8,0.5,0,5,Increased,NO,Reading books,0
16,3,1,Smartphone,3,1,7,3,1,2,Remain Constant,NO,Listening to music,0
21,4,1,Smartphone,4,1,7,1,0,4,Decreased,YES,Listening to music,0
21,3,3,Laptop/Desktop,5,0,8,7,1,2,Remain Constant,NO,Watching web series,0
16,6,2,Smartphone,2,2,7,2,1,3,Remain Constant,NO,Scrolling through social media,0
21,1,1,Smartphone,2,1,8,1,0,3,Increased,NO,Listening to music,0
21,1,4,Smartphone,3,2,10,1,2,4,Increased,YES,Meditation,0
22,2,3,Smartphone,0,0,12,4,2,3,Increased,NO,Online gaming,1
19,3,3,Smartphone,1,0,10,4,0,3,Remain Constant,NO,Listening to music,0
19,5,4,Tablet,3,1,8,2,0,2,Remain Constant,NO,Reading,0
20,2,3,Smartphone,3,1,5,4,1,3,Increased,NO,Listening to music,0
20,4,4,Smartphone,2,2,8,6,0,3,Decreased,NO,Sleeping,0
19,4,1,Laptop/Desktop,0,0,8,2,1.5,3,Increased,YES,Anime Manga,0
19,0,1,Smartphone,4,1,8,1,0,3,Increased,NO,Listening to music,0
25,4,1,Smartphone,3,1,7,1,0,3,Remain Constant,YES,Cricket,0
19,4,3,Smartphone,3,1,7,3,2,3,Increased,NO,Listening to music,0
18,3,1,Smartphone,4,1,7,1,0,4,Remain Constant,YES,Listening to music,0
21,4,1,Smartphone,3,1,8,1,0,3,Decreased,NO,Meditation,0
20,5,3,Smartphone,3,1,7,1.5,0,3,Increased,YES,drawing,0
19,2,1,Tablet,2,1,8,5,0,4,Decreased,NO,Scrolling through social media,0
21,1,2,Smartphone,8,0,10,1,0,3,Decreased,NO,Sleep,0
20,0,1,Laptop/Desktop,1,1,12,2,2,2,Increased,NO,Online gaming,1
19,2,1,Smartphone,2,0.5,9,3,1,2,Increased,NO,Online gaming,1
21,3,4,Smartphone,2,1,10,1,0,3,Remain Constant,NO,Online gaming,1
21,5,3,Laptop/Desktop,5,0,8,7,1,2,Increased,YES,Scrolling through social media,0
19,1,4,Laptop/Desktop,4,0,8,2,0,4,Increased,NO,Web Series,0
20,3,5,Laptop/Desktop,0,1,8,5,1,3,Increased,NO,Online surfing,0
20,3,3,Laptop/Desktop,3,0,10,10,4.5,3,Increased,NO,Scrolling through social media,0
19,0,1,Smartphone,1,1,8,2,0,3,Decreased,NO,Listening to music,0
19,3,3,Smartphone,5,0,5,4,0,2,Increased,YES,Listening to music,0
18,3,1,Smartphone,2,2,8,8,0,4,Remain Constant,NO,Listening to music,0
19,1,3,Laptop/Desktop,0.5,1,7,5,2,3,Remain Constant,NO,Many of these,0
20,2,1,Smartphone,2,0,7,3,2,2,Remain Constant,NO,Reading books,0
22,6,1,Smartphone,4,0,7,2,0,1,Increased,NO,Online gaming,1
20,2,1,Smartphone,3,1,6,2,1,4,Increased,NO,Listening to music,0
19,2,1,Tablet,2,1,8,5,0,4,Decreased,NO,Scrolling through social media,0
20,1.5,1,Smartphone,3,2,9,1,1,2,Decreased,YES,Sleep,0
18,3,3,Smartphone,1,1,8,3,0.5,4,Remain Constant,NO,Dancing,0
19,0,NA,NA,0,2,6,4,0.5,3,Remain Constant,NO,Listening to music,0
20,4,3,Smartphone,4,2,7,2,1,3,Increased,NO,Listening to music,0
23,2,1,Smartphone,1,1,7,5,1,4,Decreased,NO,Listening to music,0
20,2,1,Laptop/Desktop,0,1,8,2,0,3,Increased,NO,Watching web series,0
18,0,1,Laptop/Desktop,2,1,6,5,0,1,Remain Constant,NO,Crying,0
20,3,1,Laptop/Desktop,6,1,8,1,2,4,Increased,NO,Sleep,0
22,6,1,Laptop/Desktop,6,0,6,1,0,2,Increased,NO,Watching web series,0
21,0,1,Smartphone,5,0,8,1,1,3,Remain Constant,NO,Online gaming,1
20,5,3,Laptop/Desktop,1,1,7,1,0,3,Increased,YES,Listening to music,0
18,1,1,Smartphone,8,0,8,5,2,3,Increased,NO,Online surfing,0
19,2,1,Smartphone,2,2,8,1,0,4,Increased,NO,Listening to music,0
19,4,1,Smartphone,2,0,7,1,0,3,Increased,YES,Watching web series,0
21,4,3,Smartphone,4,1,8,2,2,4,Remain Constant,NO,Sleep,0
19,0,3,Smartphone,2,2,10,1,0.5,4,Remain Constant,NO,Reading books,0
21,3,3,Laptop/Desktop,17,0,5,1,0,3,Increased,NO,Online gaming,1
20,5,3,Laptop/Desktop,6,1,7,2,0,3,Remain Constant,NO,Reading books,0
19,0,1,Smartphone,1,0,8,2,2,3,Remain Constant,YES,Online gaming,1
18,4,4,Laptop/Desktop,2,0,8,4,0,3,Remain Constant,NO,Social Media,0
21,3,1,Laptop/Desktop,4,2,8,2,0,4,Increased,NO,Listening to music,0
20,2,1,Smartphone,3,0,6,2,0,3,Decreased,YES,Reading books,0
20,2,1,Smartphone,6,2,7,1,3,6,Decreased,NO,Listening to music,0
22,3,1,Laptop/Desktop,2,0,8,1,0,4,Increased,NO,Cooking,0
18,2,3,Smartphone,2,3,12,1,0,4,Remain Constant,NO,Sleep,0
21,5,1,Laptop/Desktop,3,1,8,1,0,2,Increased,NO,Listening to music,0
20,7,1,Smartphone,2,1,8,2,2,4,Remain Constant,YES,Listening to music,0
21,0,1,Laptop/Desktop,0,0,10,8,1,4,Remain Constant,NO,Watching web series,0
24,4,4,Laptop/Desktop,4,2,6,4,0,4,Increased,NO,Social Media,0
20,0,NA,NA,8,0,8,0,0,3,Increased,NO,Reading books,0
22,1,1,Smartphone,2,0.5,8,2,2,3,Increased,NO,Listening to music,0
20,4,3,Laptop/Desktop,2,0,8,2,0,3,Increased,NO,Sleep,0
17,4,1,Laptop/Desktop,1,1,7,1.5,0,3,Decreased,NO,Reading books,0
21,6,3,Smartphone,2,1,8,3,1,3,Remain Constant,NO,Cooking,0
20,0,NA,NA,6,1,6,5,0,4,Increased,NO,Talking to your relatives,0
22,5,1,Laptop/Desktop,1,0,6,2,0.5,3,Decreased,YES,Watching web series,0
21,0,1,NA,5,2,4,2,0,3,Remain Constant,NO,Watching orgasm releasing videos,0
23,4,5,Laptop/Desktop,18,1,8,2,0,2,Decreased,NO,Reading books,0
19,4,1,Smartphone,5,1,7,2,1,2,Decreased,YES,Listening to music,0
22,4,1,Smartphone,6,1,5,3,0,4,Remain Constant,NO,"sketching,reading books,meditation,songs",0
31,8,3,Laptop/Desktop,4,1,6,2,0.5,3,Remain Constant,NO,Listening to music,0
20,3,1,Laptop/Desktop,6,0,9,2,0,2,Remain Constant,NO,Listening to music,0
21,4,1,Laptop/Desktop,5,0,8,3,0,2,Increased,YES,Listening to music,0
20,5,1,Smartphone,2,0,9,5,3,2,Increased,NO,Talking to your relatives,0
20,3,1,Smartphone,4,2,9,2,1,3,Decreased,NO,Reading books,0
21,4,3,Laptop/Desktop,2,1,7,1,0,3,Decreased,NO,Dancing,0
21,4,1,Smartphone,1,0,8,6,1,4,Decreased,NO,Watching web series,0
21,5,3,Laptop/Desktop,2,1,10,5,2,3,Remain Constant,NO,Talking with friends,0
20,4,5,Laptop/Desktop,5,0,6,2,1,2,Decreased,NO,Listening to music,0
22,5,1,Smartphone,2,1,8,4,0,3,Increased,NO,Dancing,0
21,0,1,Laptop/Desktop,4,0,7,7,NA,2,Remain Constant,NO,Reading books,0
20,1,1,Smartphone,2,1,8,1,0,3,Remain Constant,NO,Listening to music,0
20,0,4,Smartphone,0,0,8,2,1,3,Increased,NO,Online gaming,1
22,3,3,Smartphone,3,1,6,2,1,3,Increased,NO,Online gaming,1
20,5,1,Laptop/Desktop,1,0,8,3,0,3,Remain Constant,NO,Scrolling through social media,0
22,1,4,Laptop/Desktop,2,0,7,0,0.5,2,Increased,NO,Reading,0
21,3,3,Laptop/Desktop,0,0,8,3,0,3,Increased,YES,Listening to music,0
21,1,1,Laptop/Desktop,0,1,7,3,1,2,Increased,YES,Watching web series,0
21,3,4,Laptop/Desktop,3,1,8,3,1,4,Remain Constant,NO,Social Media,0
20,0,1,Laptop/Desktop,1,0.5,8,5,3,3,Decreased,YES,live stream watching,0
21,3,1,Laptop/Desktop,4,1,8,2,1,3,Increased,NO,Online surfing,0
19,2,1,Tablet,1,1,10,5,0,3,Increased,YES,Scrolling through social media,0
19,2,1,Smartphone,2,1,5,4,0,3,Increased,NO,Watching web series,0
21,0,1,Smartphone,6,0,5,1,0,1,Decreased,YES,Coding and studying for exams,0
21,3,4,Laptop/Desktop,3,1,8,3,1,4,Remain Constant,NO,Social Media,0
20,3,1,Smartphone,2,1,6,5,0,3,Decreased,NO,Watching web series,0
20,7,1,Laptop/Desktop,3,0,6,2,0,3,Remain Constant,NO,Listening to music,0
21,0,5,Smartphone,0,2,10,3,0,3,Decreased,NO,Scrolling through social media,0
21,2,4,Laptop/Desktop,4,0,7,3,1,4,Increased,NO,Cooking,0
